name,genre_kaggle,genres_omdb,crime,drama,romance,animation,comedy,family,mystery,sci-fi,thriller,adventure,fantasy,action,biography,horror,history,war,music,sport,short,western,musical,documentary,film-noir,adult
Burlesque,Drama,"Drama, Music, Musical, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Skyline,Action,"Action, Sci-Fi, Thriller",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cop Out,Action,"Action, Comedy, Crime",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Burke and Hare,Comedy,"Comedy, Crime, History",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Housemaid,Drama,"Drama, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beginners,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Next Three Days,Crime,"Action, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Secret World of Arrietty,Animation,"Animation, Adventure, Family, Fantasy",0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Certified Copy,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Girl,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm Still Here,Comedy,"Comedy, Drama, Music",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tooth Fairy,Comedy,"Comedy, Family, Fantasy, Sport",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Conspirator,Crime,"Crime, Drama, History",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Trip,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Furniture,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Despicable Me,Animation,"Animation, Comedy, Crime, Family, Fantasy",1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Taking Woodstock,Biography,"Biography, Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Am Love,Drama,Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obsessed,Drama,"Drama, Romance, Thriller",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Disappearance of Alice Creed,Crime,"Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Enemies,Biography,"Biography, Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Observe and Report,Comedy,"Comedy, Crime, Drama",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy Heart,Drama,"Drama, Music, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
G-Force,Animation,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Push,Action,"Action, Sci-Fi, Thriller",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Shopaholic,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enter the Void,Drama,"Drama, Fantasy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crank: High Voltage,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ondine,Drama,"Drama, Mystery, Romance",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Dogs,Comedy,"Comedy, Family",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Case 39,Horror,"Horror, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Coraline,Animation,"Animation, Drama, Family, Fantasy, Thriller",0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Race to Witch Mountain,Action,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller",0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Road,Adventure,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Time Traveler's Wife,Drama,"Drama, Fantasy, Romance, Sci-Fi",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anticristo,Drama,"Thriller, Horror",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Couples Retreat,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Hall,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond a Reasonable Doubt,Crime,"Crime, Drama, Mystery, Thriller",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terminator Salvation,Action,"Action, Sci-Fi",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3 Idiots,Adventure,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny People,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cracks,Drama,"Drama, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carriers,Drama,"Adventure, Drama, Sci-Fi, Thriller",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madea Goes to Jail,Comedy,"Comedy, Crime, Drama",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Serious Man,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetro,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The White Ribbon,Drama,"Drama, History, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Prophet,Crime,"Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girlfriend Experience,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After.Life,Drama,"Drama, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast & Furious,Action,"Action, Adventure, Thriller",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Soloist,Biography,"Biography, Drama, Music",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Ugly Truth,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Damned United,Biography,"Biography, Drama, Sport",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Perrier's Bounty,Action,"Action, Comedy, Crime, Drama, Romance, Thriller",1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Haunting in Connecticut,Drama,"Drama, Horror, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fantastic Mr. Fox,Animation,"Animation, Adventure, Comedy, Crime, Drama, Family",1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cirque du Freak: The Vampire's Assistant,Action,"Action, Adventure, Fantasy, Thriller",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Underworld: Rise of the Lycans,Action,"Action, Fantasy, Thriller",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pandorum,Action,"Action, Horror, Mystery",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Fanboys,Adventure,"Adventure, Comedy, Crime",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fame,Comedy,"Drama, Music, Musical",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Paper Man,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloe,Drama,"Drama, Mystery, Romance, Thriller",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirate Radio,Comedy,Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Collector,Horror,"Horror, Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G.I. Joe: The Rise of Cobra,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17 Again,Comedy,"Comedy, Drama, Fantasy",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Age: Dawn of the Dinosaurs,Animation,"Animation, Adventure, Comedy, Family, Fantasy",0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Station,Biography,"Biography, Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Life in Ruins,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventureland,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fighting,Action,"Action, Crime, Drama, Romance, Sport",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
My Bloody Valentine,Horror,"Horror, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Twilight Saga: New Moon,Adventure,"Adventure, Drama, Fantasy, Romance",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Blart: Mall Cop,Action,"Action, Comedy, Crime, Family",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer's Body,Comedy,"Comedy, Horror",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Black Dynamite,Action,"Action, Comedy",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gamer,Action,"Action, Sci-Fi, Thriller",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Canyon,Thriller,Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Island,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Can Do Bad All by Myself,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coco Before Chanel,Biography,"Biography, Drama",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"I Love You, Beth Cooper",Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youth in Revolt,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Up in the Air,Drama,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fish Tank,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombieland,Adventure,"Adventure, Comedy, Fantasy",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannah Montana: The Movie,Comedy,"Comedy, Drama, Family, Music, Romance",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs,Animation,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whatever Works,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julie & Julia,Biography,"Crime, Drama, Film-Noir",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Hope They Serve Beer in Hell,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orphan,Horror,"Horror, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It's Complicated,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween II,Horror,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I Love You, Man",Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Drama,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Box,Drama,"Drama, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Up,Animation,"Animation, Adventure, Comedy",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fired Up!,Comedy,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Uninvited,Drama,"Drama, Fantasy, Horror, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Boondock Saints II: All Saints Day,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agora,Adventure,"Adventure, Biography, Drama",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last House on the Left,Crime,"Horror, Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Precious,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blind Side,Biography,"Biography, Drama, Sport",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Extract,Comedy,"Comedy, Crime, Romance",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armored,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Astro Boy,Animation,"Animation, Action, Comedy, Family, Sci-Fi",0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Girl Who Kicked the Hornet's Nest,Crime,"Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Princess and the Frog,Animation,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Good Guy,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House of the Devil,Horror,"Horror, Mystery",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sorority Row,Horror,"Horror, Mystery",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dead Snow,Comedy,"Comedy, Fantasy, Horror",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Year One,Adventure,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Away We Go,Comedy,"Adventure, Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New in Town,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Slammin' Salmon,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Single Man,Drama,"Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonball: Evolution,Action,"Action, Adventure, Fantasy, Sci-Fi, Thriller",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
500 Days of Summer,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Proposal,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformers: Revenge of the Fallen,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monsters vs. Aliens,Animation,"Animation, Action, Adventure, Comedy, Family, Sci-Fi, Thriller",0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Drag Me to Hell,Horror,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ghosts of Girlfriends Past,Comedy,"Comedy, Fantasy, Romance",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Final Destination,Horror,"Action, Horror, Thriller",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
In the Loop,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spread,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watchmen,Action,"Action, Drama, Mystery, Sci-Fi",0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Night at the Museum: Battle of the Smithsonian,Adventure,"Adventure, Comedy, Family, Fantasy",0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret in Their Eyes,Drama,"Drama, Mystery, Romance, Thriller",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Carol,Animation,"Animation, Drama, Family, Fantasy",0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fourth Kind,Mystery,"Horror, Mystery, Sci-Fi, Thriller",0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Invention of Lying,Comedy,"Comedy, Fantasy, Romance",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek,Action,"Action, Adventure, Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thirst,Drama,"Drama, Fantasy, Horror, Romance",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bad Lieutenant: Port of Call New Orleans,Crime,"Crime, Drama",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine,Drama,"Drama, Musical, Romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Amelia,Adventure,"Adventure, Biography, Drama, Romance",0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Broken Embraces,Drama,"Drama, Romance, Thriller",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bride Wars,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Low,Drama,"Drama, Mystery",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solitary Man,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La hermandad,Action,"Horror, Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Duplicity,Comedy,"Comedy, Crime, Romance, Thriller",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorts,Comedy,"Adventure, Comedy, Family, Fantasy, Horror, Romance, Sci-Fi",0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Informant!,Comedy,"Biography, Comedy, Crime",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Perfect Getaway,Adventure,"Drama, Mystery, Thriller",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery Team,Comedy,"Comedy, Crime, Mystery",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Did You Hear About the Morgans?,Comedy,"Comedy, Drama, Romance",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dogtooth,Drama,"Drama, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss March,Comedy,"Comedy, Romance",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Land of the Lost,Adventure,"Action, Adventure, Comedy, Sci-Fi",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Imaginarium of Doctor Parnassus,Adventure,"Adventure, Comedy, Fantasy, Mystery",0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bright Star,Biography,"Biography, Drama, Romance",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,Animation,"Animation, Action, Adventure, Sci-Fi",0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Inglourious Basterds,Adventure,"Adventure, Drama, War",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sherlock Holmes,Action,"Action, Adventure, Mystery",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Law Abiding Citizen,Crime,"Action, Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lovely Bones,Drama,"Drama, Fantasy, Thriller",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moon,Drama,"Drama, Mystery, Sci-Fi",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sin Nombre,Adventure,"Adventure, Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Today's Special,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sector 9,Sci-Fi,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
World's Greatest Dad,Comedy,"Comedy, Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Rounds,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
X-Men Origins: Wolverine,Action,"Action, Sci-Fi",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The International,Action,"Action, Crime, Drama, Mystery, Thriller",1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
An Education,Drama,Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Rec] 2,Horror,"Short, Horror",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Friday the 13th,Horror,"Horror, Mystery, Thriller",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Defendor,Comedy,"Comedy, Crime, Drama",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Assassin,Action,"Action, Thriller",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Surrogates,Action,"Action, Sci-Fi, Thriller",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Valhalla Rising,Adventure,"Action, Adventure, Drama",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn's Finest,Crime,"Action, Crime, Drama, Thriller",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Taking of Pelham 123,Action,"Action, Crime, Thriller",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Goods: Live Hard, Sell Hard",Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invictus,Biography,"Biography, Drama, History",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Whiteout,Action,"Action, Crime, Mystery, Thriller",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hangover,Comedy,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
